Date,Hour,Combine,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station,Long,Lat,Station
6/2/11,6:00:00,6/02/1106:00:00,-98.65638733,19.11701202,274.9390259,-99.52338409,19.53956604,275.6730347,-99.19944763,19.26997375,284.7861633,-99.17086792,19.44975281,288.9190979,-99.6567688,20.39026642,284.8276672,-99.16133881,18.88278961,295.4080505,-98.7230835,20.19367218,280.059845,-99.31378174,19.0539856,281.7938538,-99.77109528,19.11701202,275.6290283,-98.63733673,19.09900665,276.4968872,-99.2661438,19.52160645,285.5256348,-99.07559204,18.9458847,293.6368103,-99.24708557,19.0539856,282.582489,-99.10417938,19.38685608,288.7218018
6/2/11,7:00:00,6/02/1107:00:00,-98.65638733,19.11701202,274.6538696,-99.52338409,19.53956604,275.5971985,-99.19944763,19.26997375,283.8487244,-99.17086792,19.44975281,288.0511169,-99.6567688,20.39026642,284.0755005,-99.16133881,18.88278961,294.5160217,-98.7230835,20.19367218,279.572937,-99.31378174,19.0539856,280.8588562,-99.77109528,19.11701202,275.0863342,-98.63733673,19.09900665,275.5742493,-99.2661438,19.52160645,284.647583,-99.07559204,18.9458847,291.9588928,-99.24708557,19.0539856,281.7857666,-99.10417938,19.38685608,287.9721069
6/2/11,8:00:00,6/02/1108:00:00,-98.65638733,19.11701202,274.6710205,-99.52338409,19.53956604,274.8988647,-99.19944763,19.26997375,283.0189819,-99.17086792,19.44975281,287.3555298,-99.6567688,20.39026642,283.182251,-99.16133881,18.88278961,293.8078003,-98.7230835,20.19367218,279.3332214,-99.31378174,19.0539856,280.0190125,-99.77109528,19.11701202,274.6393433,-98.63733673,19.09900665,275.6324158,-99.2661438,19.52160645,283.9301147,-99.07559204,18.9458847,290.8634338,-99.24708557,19.0539856,281.0293579,-99.10417938,19.38685608,287.2807312
6/2/11,9:00:00,6/02/1109:00:00,-98.65638733,19.11701202,274.3499756,-99.52338409,19.53956604,275.4172363,-99.19944763,19.26997375,282.2631531,-99.17086792,19.44975281,286.7488708,-99.6567688,20.39026642,282.3790588,-99.16133881,18.88278961,293.0218811,-98.7230835,20.19367218,277.6057434,-99.31378174,19.0539856,279.6854248,-99.77109528,19.11701202,274.5071106,-98.63733673,19.09900665,275.5839844,-99.2661438,19.52160645,283.2733765,-99.07559204,18.9458847,289.7477417,-99.24708557,19.0539856,280.7063599,-99.10417938,19.38685608,286.6333008
6/2/11,10:00:00,6/02/1110:00:00,-98.65638733,19.11701202,274.3317566,-99.52338409,19.53956604,274.7679443,-99.19944763,19.26997375,281.6514893,-99.17086792,19.44975281,286.2384949,-99.6567688,20.39026642,281.48703,-99.16133881,18.88278961,292.4355774,-98.7230835,20.19367218,277.177124,-99.31378174,19.0539856,279.0487976,-99.77109528,19.11701202,274.3622742,-98.63733673,19.09900665,275.2594299,-99.2661438,19.52160645,282.7534485,-99.07559204,18.9458847,289.0334778,-99.24708557,19.0539856,279.8880005,-99.10417938,19.38685608,286.218689
6/2/11,11:00:00,6/02/1111:00:00,-98.65638733,19.11701202,274.0837097,-99.52338409,19.53956604,274.2106323,-99.19944763,19.26997375,280.5596924,-99.17086792,19.44975281,285.8435364,-99.6567688,20.39026642,280.9182739,-99.16133881,18.88278961,291.7327881,-98.7230835,20.19367218,276.8621521,-99.31378174,19.0539856,278.5015259,-99.77109528,19.11701202,274.2454529,-98.63733673,19.09900665,274.880188,-99.2661438,19.52160645,281.8934631,-99.07559204,18.9458847,288.3417053,-99.24708557,19.0539856,279.4631958,-99.10417938,19.38685608,285.6737366
6/2/11,12:00:00,6/02/1112:00:00,-98.65638733,19.11701202,274.130188,-99.52338409,19.53956604,274.0905457,-99.19944763,19.26997375,279.758728,-99.17086792,19.44975281,285.1516724,-99.6567688,20.39026642,280.2307129,-99.16133881,18.88278961,291.1402588,-98.7230835,20.19367218,276.7303772,-99.31378174,19.0539856,277.9184265,-99.77109528,19.11701202,274.1672668,-98.63733673,19.09900665,274.8466797,-99.2661438,19.52160645,281.3318787,-99.07559204,18.9458847,287.5073547,-99.24708557,19.0539856,278.6809387,-99.10417938,19.38685608,285.1107788
6/2/11,13:00:00,6/02/1113:00:00,-98.65638733,19.11701202,276.8961182,-99.52338409,19.53956604,278.0924683,-99.19944763,19.26997375,282.1951294,-99.17086792,19.44975281,285.0745239,-99.6567688,20.39026642,282.462677,-99.16133881,18.88278961,291.1321716,-98.7230835,20.19367218,280.3503723,-99.31378174,19.0539856,281.0317688,-99.77109528,19.11701202,275.0404053,-98.63733673,19.09900665,277.8064575,-99.2661438,19.52160645,281.2722168,-99.07559204,18.9458847,289.3795166,-99.24708557,19.0539856,282.3085632,-99.10417938,19.38685608,285.0133057
6/2/11,14:00:00,6/02/1114:00:00,-98.65638733,19.11701202,278.1378784,-99.52338409,19.53956604,281.9067688,-99.19944763,19.26997375,283.5272522,-99.17086792,19.44975281,285.719574,-99.6567688,20.39026642,285.0159302,-99.16133881,18.88278961,292.1838684,-98.7230835,20.19367218,281.3733215,-99.31378174,19.0539856,284.1258545,-99.77109528,19.11701202,276.6717529,-98.63733673,19.09900665,279.2647705,-99.2661438,19.52160645,282.4862976,-99.07559204,18.9458847,291.289093,-99.24708557,19.0539856,284.634613,-99.10417938,19.38685608,285.7799988
6/2/11,15:00:00,6/02/1115:00:00,-98.65638733,19.11701202,279.2844238,-99.52338409,19.53956604,283.3416443,-99.19944763,19.26997375,285.1734619,-99.17086792,19.44975281,287.1781921,-99.6567688,20.39026642,287.7839355,-99.16133881,18.88278961,293.5187378,-98.7230835,20.19367218,282.2795105,-99.31378174,19.0539856,286.3641052,-99.77109528,19.11701202,277.8302917,-98.63733673,19.09900665,280.649353,-99.2661438,19.52160645,284.2963257,-99.07559204,18.9458847,292.9893799,-99.24708557,19.0539856,285.9144592,-99.10417938,19.38685608,287.1573486
